Timestamp,Filename,Origin (Easting[m],Northing[m],Height[m]),Direction (Easting,Roll(X)[deg],Pitch(Y)[deg],Yaw(Z)[deg],Omega[deg],Phi[deg],Kappa[deg]
399336268.470949,240510_003117435.jpg,488495.133,7039191.284,445.932,0.927543171,0.25119094,-1.824396363,21.804934819,-179.088299722,1.597434425,-21.821737047
399336269.02205,240510_003117987.jpg,488485.737,7039187.834,445.473,0.929048018,0.189485116,-1.296345738,21.607700947,-179.345593986,1.132853928,-21.6163855
399336269.56095,240510_003118527.jpg,488476.262,7039184.387,445.068,0.931600131,0.341649839,-1.222267864,21.210983543,-179.238450315,1.013310711,-21.221426186
399336270.08615,240510_003119053.jpg,488466.791,7039180.992,444.697,0.936009588,1.151065644,-1.088288931,20.508069645,-178.540121858,0.613582331,-20.526859621
399336270.599651,240510_003119567.jpg,488457.287,7039177.8,444.405,0.940440573,0.369112126,-0.535981688,19.791946234,-179.470233076,0.37743906,-19.795451275
399336271.103051,240510_003120072.jpg,488447.762,7039174.766,444.168,0.944419349,-0.995761534,0.00655326,19.114159101,179.058730609,0.31824714,-19.111624222
399336271.596051,240510_003120566.jpg,488438.26,7039171.824,444.032,0.949454599,-1.407238792,0.501688717,18.205484337,178.508562902,-0.038028246,-18.212135379
399336272.089051,240510_003121060.jpg,488428.564,7039168.991,443.907,0.953894546,-1.780662419,0.202127112,17.378274387,178.242408611,0.337428973,-17.376255126
399336272.571152,240510_003121543.jpg,488418.963,7039166.311,443.812,0.957591612,-1.884223642,0.719922412,16.640131392,177.990904344,-0.150972111,-16.654598774
399336273.053252,240510_003122026.jpg,488409.205,7039163.769,443.757,0.961200991,-2.766976001,0.710609009,15.902019372,177.147040216,0.074072316,-15.917319145
399336273.535352,240510_003122509.jpg,488399.331,7039161.256,443.696,0.963960857,-2.444332168,0.343063916,15.326324411,177.554445612,0.313878974,-15.326952911
399336274.007352,240510_003122982.jpg,488389.57,7039158.87,443.634,0.965845369,-1.77697346,0.289760906,14.913262451,178.210512832,0.175976661,-14.915017093
399336274.479353,240510_003123455.jpg,488379.723,7039156.54,443.578,0.967643289,-1.742981458,0.206865241,14.508787116,178.262938671,0.234959362,-14.508386165
399336274.951353,240510_003123928.jpg,488369.81,7039154.295,443.511,0.970006633,-1.537706624,0.592274767,13.946949959,178.367028225,-0.205096648,-13.957810093
399336275.413253,240510_003124391.jpg,488360.06,7039152.126,443.446,0.971616736,-0.475421875,0.571943704,13.559556581,179.405376099,-0.445485352,-13.564228751
399336275.875154,240510_003124853.jpg,488350.25,7039149.972,443.377,0.972024383,0.989578453,0.079889311,13.471243582,-179.055374133,-0.309460819,-13.468001333
399336276.337054,240510_003125316.jpg,488340.406,7039147.906,443.319,0.972528848,0.991554892,0.424866751,13.340119463,-179.132225883,-0.643063865,-13.331561157
399336276.798954,240510_003125779.jpg,488330.528,7039145.851,443.28,0.973404821,0.992946511,0.439717307,13.120234535,-179.13177951,-0.654495699,-13.111452711
399336277.260854,240510_003126242.jpg,488320.636,7039143.819,443.237,0.974158528,1.127565524,0.529775701,12.925198407,-179.0185064,-0.76929492,-12.913380215
399336277.722755,240510_003126705.jpg,488310.721,7039141.84,443.195,0.974859691,0.711757024,0.356172785,12.75020009,-179.383314305,-0.505483704,-12.745258699
399336278.184655,240510_003127167.jpg,488300.814,7039139.913,443.14,0.975193916,0.150369176,0.649729855,12.651610639,-179.994198589,-0.667708289,-12.650706566
399336278.646555,240510_003127630.jpg,488290.906,7039137.933,443.102,0.97565803,1.061109266,-0.126745053,12.545545492,-178.935894161,-0.108223131,-12.545717511
399336279.108456,240510_003128093.jpg,488281.034,7039135.98,442.997,0.975534116,1.357326405,0.094215537,12.578471104,-178.695033313,-0.388704678,-12.572922718
399336279.570356,240510_003128556.jpg,488271.141,7039134.095,442.903,0.976597555,0.477663616,-0.324573517,12.291600623,-179.463149455,0.213747471,-12.293971803
399336280.032256,240510_003129019.jpg,488261.316,7039132.21,442.754,0.97663155,0.670933435,-0.451156749,12.278528636,-179.247538186,0.296340267,-12.28313451
399336280.494156,240510_003129482.jpg,488251.533,7039130.367,442.588,0.975853903,0.398676214,-0.538871889,12.48301034,-179.493227344,0.438054457,-12.48684839
399336280.956057,240510_003129944.jpg,488241.802,7039128.468,442.399,0.974834343,0.333237258,-1.153552057,12.71049849,-179.420102686,1.049465947,-12.719215007
399336281.417957,240510_003130407.jpg,488232.149,7039126.59,442.175,0.975158351,-0.305495885,-0.490711006,12.6680937,179.810911958,0.543843276,-12.665923604
399336281.890557,240510_003130881.jpg,488222.261,7039124.671,441.925,0.975358507,-0.563508553,-1.451443923,12.542850453,179.766316859,1.536317961,-12.532666084
399336282.363157,240510_003131354.jpg,488212.471,7039122.708,441.613,0.977710055,0.803904408,-0.731805279,11.970774578,-179.060938879,0.547049909,-11.980416818
399336282.835758,240510_003131828.jpg,488202.639,7039121.02,441.326,0.979145758,-1.350587752,-0.799650814,11.562843191,178.838709656,1.051636101,-11.542828872
399336283.308358,240510_003132301.jpg,488192.802,7039119.387,440.981,0.982175203,-2.577310311,-1.804169929,10.539983812,177.79665191,2.24018728,-10.456477041
399336283.780958,240510_003132775.jpg,488182.97,7039117.902,440.554,0.985869204,-2.620200654,-2.028826549,9.264992984,177.740762301,2.418772076,-9.171071702
399336284.253558,240510_003133248.jpg,488173.117,7039116.62,440.093,0.990029797,-2.017592147,-2.009093651,7.646737729,178.268304058,2.255161812,-7.57742781
399336284.726159,240510_003133722.jpg,488163.207,7039115.664,439.64,0.993924575,-2.18681971,-2.467777602,5.547042512,178.061921085,2.662138527,-5.455089399
399336285.198759,240510_003134195.jpg,488153.261,7039115.125,439.137,0.996499596,-3.148925514,-2.826959114,3.452989383,177.02554672,3.003213824,-3.297535673
399336285.671359,240510_003134669.jpg,488143.29,7039114.874,438.565,0.997765763,-2.438726589,-3.150556567,1.288681216,177.631439289,3.19741777,-1.155727215
399336286.14396,240510_003135143.jpg,488133.321,7039115.053,437.973,0.998314831,-2.807845656,-2.59726862,-1.108149078,177.14237452,2.535499913,1.234852156
399336286.61656,240510_003135616.jpg,488123.331,7039115.696,437.348,0.996258768,-3.757300557,-2.522892219,-3.890235351,176.080470391,2.253058636,4.049859425
399336287.08916,240510_003136090.jpg,488113.337,7039116.742,436.786,0.992057157,-3.028918704,-2.750411287,-6.45040622,176.681532565,2.384890495,6.592006677
399336287.56176,240510_003136563.jpg,488103.35,7039118.259,436.131,0.986158324,-2.933945124,-3.576332406,-8.679844239,176.558424319,3.082851378,8.863831162
399336288.034361,240510_003137037.jpg,488093.426,7039120.098,435.433,0.980101192,-1.885939911,-2.901909768,-10.941420861,177.598182981,2.485364411,11.04113704
399336288.506961,240510_003137510.jpg,488083.507,7039122.412,434.683,0.973552481,-2.421556809,-3.63859708,-12.584131975,176.84303545,3.015108323,12.743935719
399336288.968261,240510_003137972.jpg,488073.829,7039124.915,433.895,0.967483362,-2.32828094,-4.187302929,-13.9450176,176.729083857,3.493213672,14.12966386
399336289.429562,240510_003138435.jpg,488064.17,7039127.62,433.09,0.964288,-1.827729775,-3.44953913,-14.874137498,177.348073268,2.858028009,14.99516723
399336289.890862,240510_003138897.jpg,488054.464,7039130.509,432.293,0.960325473,-1.262394921,-3.883019335,-15.637490108,177.737160037,3.392514307,15.74714448
399336290.352162,240510_003139359.jpg,488044.719,7039133.502,431.511,0.956865052,-0.029864597,-4.299779142,-16.257145507,178.767959796,4.113894594,16.302426514
399336290.801162,240510_003139809.jpg,488035.231,7039136.514,430.813,0.956716371,0.947144549,-3.24999043,-16.522611566,179.986103929,3.380550301,16.4961396
399336291.250163,240510_003140259.jpg,488025.675,7039139.591,430.261,0.957522671,1.636725363,-2.311467921,-16.513347604,-179.085294198,2.67704547,16.458982135
399336291.699163,240510_003140709.jpg,488016.053,7039142.695,429.793,0.958066354,2.141223785,-2.000889352,-16.442873368,-178.510160516,2.52059747,16.372749516
399336292.148163,240510_003141159.jpg,488006.39,7039145.829,429.38,0.95817766,1.861561273,-1.874815482,-16.434758538,-178.742726063,2.320821624,16.378867539
399336292.597163,240510_003141608.jpg,487996.697,7039148.913,428.995,0.959090902,2.87625971,-1.029836674,-16.321792136,-177.527555916,1.79259296,16.257318465
399336293.046164,240510_003142058.jpg,487986.958,7039152.008,428.732,0.960333243,2.97307868,-0.857216912,-16.076251615,-177.379299701,1.643138984,16.016485997
399336293.495164,240510_003142508.jpg,487977.206,7039155.078,428.526,0.960644102,3.144503576,-0.347512558,-16.030368788,-177.07317639,1.199365644,15.990253645
399336293.933764,240510_003142948.jpg,487967.653,7039158.051,428.327,0.959373031,3.952633403,-0.517387769,-16.287784101,-176.350182335,1.600939149,16.219003818
399336294.372364,240510_003143387.jpg,487958.229,7039161.034,428.344,0.960344187,4.190836661,0.969030991,-16.067630341,-175.705741576,0.229162825,16.094542817
399336294.821065,240510_003143837.jpg,487948.62,7039164.105,428.481,0.959179181,3.267222513,1.221095987,-16.290720947,-176.521987094,-0.254806095,16.333324956
399336295.269765,240510_003144286.jpg,487939.089,7039167.219,428.61,0.957989196,2.255975678,1.271357856,-16.528521062,-177.475488677,-0.576696983,16.566302985
399336295.718465,240510_003144736.jpg,487929.645,7039170.309,428.802,0.957830516,1.862532124,1.999706148,-16.490364078,-177.645858231,-1.387429143,16.551423291
399336296.167165,240510_003145186.jpg,487920.231,7039173.315,429.056,0.959810418,2.621839151,2.026229753,-16.082213688,-176.919237314,-1.218444212,16.161387682
399336296.625866,240510_003145645.jpg,487910.649,7039176.285,429.298,0.962163782,3.294446794,2.01687225,-15.588692435,-176.284925178,-1.054282882,15.680919513
399336297.084566,240510_003146105.jpg,487901.11,7039179.197,429.531,0.964842993,2.987896009,1.951823109,-15.014611357,-176.608426767,-1.108600592,15.098374533
399336297.543266,240510_003146564.jpg,487891.594,7039182.001,429.756,0.965133661,3.014062239,1.742297254,-14.975398017,-176.63822395,-0.902258936,15.047751771
399336298.012267,240510_003147034.jpg,487881.928,7039184.875,429.968,0.966557485,2.245671025,1.861606797,-14.641705833,-177.356259076,-1.23200639,14.706665296
399336298.481267,240510_003147504.jpg,487872.293,7039187.656,430.187,0.969439168,1.902132222,1.700135241,-13.993066287,-177.742674943,-1.188810697,14.044756481
399336298.950267,240510_003147974.jpg,487862.667,7039190.237,430.409,0.973485827,2.719587211,1.497132915,-13.02316883,-177.012943183,-0.844535902,13.080767559
399336299.430167,240510_003148455.jpg,487852.889,7039192.744,430.663,0.978272715,1.829162148,2.420547619,-11.590206144,-177.720476958,-2.001574859,11.668726153
399336299.910068,240510_003148936.jpg,487843.082,7039194.925,430.96,0.983327457,2.538955728,1.957596077,-10.144312664,-177.155207299,-1.477637205,10.22442866
399336300.389968,240510_003149417.jpg,487833.309,7039196.841,431.243,0.988518211,2.66249654,1.866073961,-8.30596323,-177.095102932,-1.459681936,8.386383052
399336300.869868,240510_003149898.jpg,487823.548,7039198.433,431.45,0.993750577,2.559742727,1.369961911,-6.009195217,-177.310412512,-1.093354478,6.065510504
399336301.360869,240510_003150390.jpg,487813.58,7039199.552,431.619,0.996805457,4.61056593,1.509843096,-3.950841344,-175.29629904,-1.184078637,4.060285016
399336301.851869,240510_003150882.jpg,487803.65,7039200.387,431.812,0.998597885,4.637054906,1.470743493,-1.985390488,-175.314447941,-1.304601676,2.098343327
399336302.354769,240510_003151385.jpg,487793.579,7039200.913,432.025,0.999096324,3.951513618,1.642533579,0.362310606,-176.057786135,-1.663394771,-0.248366698
399336302.85767,240510_003151889.jpg,487783.592,7039201.008,432.232,0.997694896,3.530592192,1.826612134,2.950390299,-176.566210563,-2.002011555,-2.834047094
399336303.36057,240510_003152393.jpg,487773.66,7039200.635,432.425,0.994438557,3.291865754,1.366402677,5.620657788,-176.856492394,-1.679880861,-5.535265527
399336303.87387,240510_003152908.jpg,487763.622,7039199.766,432.615,0.98828782,3.345213879,1.605121177,8.450332292,-176.924912097,-2.076193071,-8.347697485
399336304.38717,240510_003153422.jpg,487753.659,7039198.402,432.799,0.980998107,3.726957464,1.250830769,10.97923039,-176.57769921,-1.934804639,-10.880704521
399336304.900471,240510_003153936.jpg,487743.814,7039196.602,432.96,0.971297375,4.000762623,1.645706304,13.551917494,-176.492923436,-2.532740489,-13.416866762
399336305.413771,240510_003154450.jpg,487734.039,7039194.43,433.132,0.962603397,3.313611482,1.399170227,15.560833657,-177.180813481,-2.234166577,-15.46535711
399336305.927071,240510_003154965.jpg,487724.313,7039191.903,433.241,0.955800443,3.5016608,1.027022912,16.980061935,-176.949058596,-2.002722536,-16.895311403
399336306.440372,240510_003155479.jpg,487714.633,7039189.091,433.34,0.949329953,4.437644543,0.815377674,18.217715993,-176.037558267,-2.158606587,-18.111429981
399336306.953672,240510_003155993.jpg,487704.978,7039186.141,433.414,0.942623425,3.93746856,1.120824164,19.395280735,-176.655508274,-2.361619786,-19.287784238
399336307.466972,240510_003156508.jpg,487695.361,7039182.943,433.488,0.935728959,4.35375718,0.940219334,20.561150637,-176.251020328,-2.405869868,-20.44665147
399336307.980273,240510_003157022.jpg,487685.777,7039179.591,433.553,0.929580071,3.690462826,1.065535966,21.536973291,-176.955807282,-2.34331463,-21.440359173
399336308.493573,240510_003157536.jpg,487676.236,7039176.087,433.652,0.926257465,3.486517561,1.344358641,22.035592564,-177.269502526,-2.551424361,-21.93384584
399336309.006873,240510_003158051.jpg,487666.704,7039172.506,433.754,0.923816609,3.163595564,0.931342567,22.425555208,-177.429006786,-2.066237415,-22.35345292
399336309.520173,240510_003158565.jpg,487657.222,7039168.873,433.85,0.920756142,2.692026629,0.971983953,22.879507891,-177.895908223,-1.941139421,-22.821004776
399336310.033474,240510_003159079.jpg,487647.802,7039165.152,433.947,0.919315947,2.881647512,0.969402363,23.091054489,-177.727541747,-2.020661644,-23.026577171
399336310.546774,240510_003159594.jpg,487638.409,7039161.436,434.026,0.918603694,2.520933504,0.774703985,23.201863911,-177.986729833,-1.704667918,-23.15485154
399336311.060074,240510_003200108.jpg,487629.112,7039157.72,434.072,0.917798599,2.653222334,0.756826542,23.319291979,-177.861645631,-1.74463417,-23.269192208
399336311.573375,240510_003200622.jpg,487619.936,7039153.994,434.133,0.916490221,3.337107236,0.766606677,23.507751159,-177.243812369,-2.032595534,-23.43650814
399336312.097275,240510_003201147.jpg,487610.678,7039150.244,434.221,0.915359867,2.948879121,0.880778893,23.665939512,-177.650860591,-1.98921319,-23.602468588
399336312.631475,240510_003201682.jpg,487601.359,7039146.456,434.323,0.914450652,2.549651255,0.899022805,23.794818472,-178.028153046,-1.850522027,-23.742949812
399336313.165676,240510_003202218.jpg,487592.17,7039142.688,434.414,0.913811568,2.345041795,0.901994624,23.885359497,-178.219436688,-1.773696002,-23.839319107
399336313.710376,240510_003202763.jpg,487582.924,7039138.864,434.509,0.913356247,2.425640865,0.577963278,23.959164126,-178.016863708,-1.512973612,-23.920732686
399336314.265076,240510_003203319.jpg,487573.677,7039135.077,434.587,0.912984279,1.533053206,0.63862269,24.010172213,-178.858215006,-1.207468052,-23.98958541
399336314.831677,240510_003203887.jpg,487564.494,7039131.28,434.646,0.912038424,1.360363552,0.589796781,24.144251374,-178.998665354,-1.095075735,-24.127670427
399336315.420777,240510_003204477.jpg,487555.321,7039127.398,434.706,0.909430132,1.972117025,0.458695982,24.509869728,-178.394810225,-1.235752363,-24.484657707
399336316.048477,240510_003205106.jpg,487546.056,7039123.43,434.768,0.90644443,2.020554785,0.416735156,24.919925033,-178.342115034,-1.229573514,-24.894781526
399336316.734178,240510_003205793.jpg,487536.744,7039119.365,434.838,0.903292734,1.899989643,0.335149414,25.346445183,-178.425400456,-1.116690019,-25.325540852
399336317.502878,240510_003206564.jpg,487527.318,7039115.178,434.908,0.900181461,1.549020609,0.373165453,25.759429068,-178.766013054,-1.009838285,-25.743508087
399336318.386779,240510_003207449.jpg,487517.82,7039110.869,434.98,0.896884804,1.474561304,0.200301835,26.192663868,-178.764294823,-0.831363053,-26.181125083
399336319.54538,240510_003208610.jpg,487507.63,7039106.146,435.028,0.894286425,1.641325998,-0.235864471,26.527857117,-178.425501849,-0.523235956,-26.5240627
399336321.759981,240510_003210829.jpg,487496.438,7039099.385,435.071,0.594014541,2.006441473,0.244514934,53.537164547,-179.002790967,-1.759282479,-53.517593086
399336323.822882,240510_003212896.jpg,487493.635,7039091.103,434.919,-0.200760108,0.657121262,-0.850860181,101.588272823,-179.297790909,-0.815515274,-101.588171347
399336325.349883,240510_003214426.jpg,487496.867,7039083.17,434.623,-0.547195988,1.167346003,-0.976895454,123.198062358,-179.82086905,-1.512040692,-123.205644066
399336326.573584,240510_003215652.jpg,487501.951,7039075.603,434.34,-0.593712993,2.524109811,-0.767116485,126.444764549,179.118197665,-2.485788478,-126.480798195
399336327.641084,240510_003216722.jpg,487507.472,7039067.856,434.096,-0.604069378,2.52400143,-0.708013767,127.18580208,179.039174118,-2.438388529,-127.22185085
399336328.591185,240510_003217674.jpg,487513.054,7039060.12,433.9,-0.606474529,2.451016201,-0.19014235,127.355959939,178.665259404,-2.063693258,-127.384083326
399336329.474185,240510_003218559.jpg,487518.766,7039052.232,433.751,-0.606795155,2.219943895,-0.425320913,127.380054885,178.991385085,-2.022279181,-127.406103577
399336330.319386,240510_003219406.jpg,487524.606,7039044.171,433.574,-0.606795804,2.226337363,-0.407545248,127.380001478,178.973398743,-2.016576362,-127.405995302
399336331.132886,240510_003220221.jpg,487530.439,7039036.16,433.4,-0.610020946,2.176468385,-0.598922866,127.614323583,179.147010466,-2.089564262,-127.641258345
399336331.935687,240510_003221025.jpg,487536.342,7039028.081,433.195,-0.609667293,2.047364425,-0.948514521,127.592373524,179.503286623,-2.200725505,-127.618856412
399336332.724687,240510_003221816.jpg,487542.22,7039020.075,432.954,-0.603564945,2.719802021,-0.927933788,127.151888077,179.097222494,-2.72753318,-127.195407416
399336333.502188,240510_003222595.jpg,487547.908,7039011.951,432.678,-0.575310748,2.155190129,-1.143494516,125.148523535,179.694679399,-2.420199998,-125.176475003
399336334.269188,240510_003223363.jpg,487553.252,7039003.559,432.377,-0.523271034,2.334021957,-1.333746234,121.57813253,179.914148329,-2.6863725,-121.607310387
399336335.036189,240510_003224132.jpg,487558.042,7038994.674,432.05,-0.446769275,2.009889935,-1.36338999,116.558254206,-179.678806966,-2.407203086,-116.575423578
399336335.792789,240510_003224890.jpg,487561.974,7038985.428,431.736,-0.348709968,2.224283535,-1.261246756,110.423697296,-179.593938227,-2.524442086,-110.439246181
399336336.549389,240510_003225648.jpg,487564.853,7038975.809,431.457,-0.245179101,1.936312399,-1.206697195,104.20249629,-179.304857637,-2.173329365,-104.209722593
399336337.30599,240510_003226406.jpg,487566.688,7038966.003,431.201,-0.13840097,2.173068112,-1.14620035,97.96072232,-179.16541418,-2.311019469,-97.965654843
399336338.07419,240510_003227176.jpg,487567.447,7038955.975,430.959,-0.02956119,2.447655358,-1.02579271,91.695052083,-179.046593876,-2.477071557,-91.69638763
399336338.842391,240510_003227945.jpg,487567.109,7038945.991,430.718,0.08293302,2.715319921,-1.086444919,85.23970946,-178.691550168,-2.615932079,-85.235622836
399336339.621391,240510_003228726.jpg,487565.599,7038936.059,430.477,0.205917824,2.869770686,-0.857017626,78.109712429,-178.569397708,-2.631767279,-78.098359926
399336340.410592,240510_003229517.jpg,487562.843,7038926.373,430.293,0.332997152,3.214435977,-0.127429362,70.539587575,-178.807168864,-2.988116436,-70.512091103
399336341.199792,240510_003230307.jpg,487558.839,7038917.171,430.237,0.449691047,3.201619075,0.452915948,63.26159587,-178.961453581,-3.062480078,-63.221209399
399336341.988993,240510_003231098.jpg,487553.698,7038908.549,430.316,0.557090192,2.700242037,1.44801697,56.114752528,-179.693402685,-3.048069295,-56.072473796
399336342.778193,240510_003231889.jpg,487547.539,7038900.656,430.505,0.649063393,1.881111717,1.787330951,49.482068131,179.866146281,-2.590597798,-49.455725837
399336343.567394,240510_003232680.jpg,487540.558,7038893.523,430.736,0.726057686,0.777566711,2.06503064,43.375151591,179.149360478,-2.03463239,-43.376179296
399336344.356594,240510_003233470.jpg,487532.901,7038887.158,430.964,0.7889355,0.422578754,1.643927159,37.848744952,179.327148707,-1.557339293,-37.851772831
399336345.145794,240510_003234261.jpg,487524.776,7038881.474,431.148,0.836796988,1.562033269,0.800592727,33.146590678,-179.128294645,-1.524499493,-33.124070216
399336345.946095,240510_003235063.jpg,487516.232,7038876.46,431.221,0.873373295,2.306434991,0.391583976,29.095941056,-178.173841148,-1.463773331,-29.064729972
399336346.770995,240510_003235890.jpg,487507.313,7038872.013,431.198,0.90136817,2.835388592,-0.307015051,25.60335614,-177.310081173,-0.949301577,-25.588674061
399336347.646696,240510_003236767.jpg,487498.029,7038868.084,431.077,0.921125269,2.285185829,-0.925093467,22.826977847,-177.534873127,-0.036085517,-22.844674942
399336348.604397,240510_003237727.jpg,487488.501,7038864.518,430.846,0.930456121,1.590377695,-1.955734009,21.339964493,-177.80643069,1.239252538,-21.390900122
399336349.718297,240510_003238843.jpg,487478.698,7038860.896,430.415,0.90703401,0.624342469,-3.42100967,24.621392959,-178.00538158,2.844880053,-24.689728654
399336351.078098,240510_003240205.jpg,487469.347,7038856.196,429.757,0.838596137,1.659915496,-4.47064597,32.695819836,-176.185702372,2.857108699,-32.855926695
399336352.929599,240510_003242060.jpg,487460.388,7038849.87,428.854,0.769925236,3.841089305,-4.663677093,39.389911733,-174.07496248,1.153051314,-39.606096941
399336359.483103,240510_003248627.jpg,487450.682,7038843.298,428.007,0.969350336,5.246253575,-0.686458348,14.098723311,-174.745792371,-0.614542213,-14.101930912
399337092.27256,240510_004502866.jpg,487543.78,7038897.656,430.515,-0.63763764,0.248536288,-0.728679666,-129.642150606,179.282379993,-0.274471265,129.638868746
399337093.241552,240510_004503837.jpg,487549.987,7038905.449,430.31,-0.547445125,0.378506354,-0.329327827,-123.210256645,179.51896799,0.134999642,123.209734134
399337094.178553,240510_004504775.jpg,487555.283,7038913.783,430.179,-0.458888039,0.436657744,0.334391835,-117.329878282,-179.902143097,0.539779026,117.33065741
399337095.105453,240510_004505704.jpg,487559.755,7038922.647,430.176,-0.357556689,-0.215003603,1.254358971,-110.965857507,-178.751439287,0.246352912,110.960748264
399337096.009854,240510_004506610.jpg,487563.106,7038931.946,430.306,-0.23290706,-0.127717728,1.692628535,-103.480768363,-178.324339507,0.268675653,103.474871372
399337096.887854,240510_004507490.jpg,487565.153,7038941.558,430.517,-0.103114628,0.591143625,2.205660049,-95.925769636,-177.867703036,0.813812931,95.921904947
399337097.753655,240510_004508357.jpg,487565.963,7038951.466,430.766,0.010955659,1.350439343,2.080568273,-89.371562947,-177.905282178,1.325586172,89.371761518
399337098.597755,240510_004509203.jpg,487565.739,7038961.329,431.005,0.123223298,1.214647413,2.168612831,-82.913365001,-177.698848616,0.93624293,82.917476204
399337099.429656,240510_004510037.jpg,487564.39,7038971.093,431.255,0.235344954,0.888630248,2.248874955,-76.370772787,-177.60587885,0.332602939,76.381207274
399337100.250156,240510_004510859.jpg,487561.966,7038980.635,431.53,0.336569086,0.746016518,2.436103531,-70.303783595,-177.455897225,-0.119282063,70.322248695
399337101.070657,240510_004511681.jpg,487558.533,7038989.97,431.85,0.427280237,0.391430034,2.503354178,-64.66620923,-177.57054529,-0.717532009,64.68994943
399337101.880257,240510_004512492.jpg,487554.293,7038998.864,432.181,0.494901014,0.696574964,2.50347003,-60.290117523,-177.481076305,-0.635733882,60.319295079
399337102.689858,240510_004513303.jpg,487549.468,7039007.472,432.505,0.556069428,-0.565948927,2.286034262,-56.166870974,-178.416058555,-1.742702921,56.179679602
399337103.499458,240510_004514114.jpg,487544.065,7039015.68,432.807,0.602185544,-1.033172212,2.417352178,-52.914401814,-178.694408494,-2.281346413,52.918622155
399337104.309059,240510_004514926.jpg,487538.22,7039023.562,433.076,0.629697776,-0.268066432,1.829576494,-50.926449297,-178.748238269,-1.361400626,50.937059051
399337105.118659,240510_004515737.jpg,487532.24,7039031.266,433.297,0.633671035,0.039026097,1.702428427,-50.63552462,-178.658731485,-1.049835675,50.648409996
399337105.938959,240510_004516559.jpg,487526.185,7039038.971,433.489,0.635570306,0.945059141,1.455569998,-50.500110165,-178.275666636,-0.197247781,50.515100636
399337106.78216,240510_004517404.jpg,487520.116,7039046.734,433.669,0.63277451,1.20399272,1.435713088,-50.707972391,-178.126476033,0.02190307,50.722716985
399337107.648961,240510_004518272.jpg,487514.087,7039054.504,433.84,0.628132524,1.540455855,1.312022498,-51.05345987,-178.011407702,0.372425059,51.064654214
399337108.557961,240510_004519183.jpg,487508.103,7039062.333,434.023,0.621660445,1.894325159,1.4860875,-51.525639898,-177.658434423,0.557622663,51.538827449
399337109.611262,240510_004520239.jpg,487501.925,7039070.522,434.263,0.618513706,2.346451704,1.508714173,-51.755286976,-177.363251856,0.907992654,51.765301198
399337111.008063,240510_004521638.jpg,487495.356,7039079.325,434.577,0.622097325,1.756405453,2.013551673,-51.480804373,-177.331603455,0.120036231,51.508876845
399337117.561567,240510_004528205.jpg,487488.103,7039089.066,435.07,0.604560875,0.588781692,2.804714417,-52.729921296,-177.411890745,-1.229211525,52.772099728
399337124.11507,240510_004534771.jpg,487487.894,7039089.371,435.115,0.603480842,0.494055281,2.791975354,-52.808244201,-177.477555265,-1.29345614,52.848759969
399337130.668574,240510_004541337.jpg,487487.896,7039089.372,435.132,0.603476766,0.494794155,2.791355698,-52.808560757,-177.477595559,-1.292479708,52.849069904
399337057.410541,240510_004427934.jpg,487450.644,7038843.289,427.991,0.969737682,5.25141725,-0.7949384,14.001665419,-174.713628558,-0.502192484,-14.014890622
399337063.964045,240510_004434501.jpg,487450.646,7038843.297,428.012,0.969748083,5.246927467,-0.790003491,13.999473207,-174.719152482,-0.505667431,-14.012305364
399337070.284849,240510_004440834.jpg,487447.268,7038843.176,427.987,0.914832513,4.677417684,1.397113004,-23.717873313,-175.157406713,0.603618296,23.749451046
399337074.74315,240510_004445301.jpg,487443.987,7038850.475,428.16,-0.466552183,4.433263259,1.298310284,-117.832771467,179.075242776,4.5217794,117.919412045
399337077.833052,240510_004448397.jpg,487449.878,7038855.329,428.379,-0.966582202,2.86088341,4.552319356,-165.95253352,178.323120676,5.101163058,166.140570817
399337080.126853,240510_004450696.jpg,487458.4,7038856.268,428.93,-0.983049903,0.421440861,5.212501924,-170.965090873,-179.596218614,5.207808914,170.965646908
399337081.874554,240510_004452447.jpg,487466.957,7038857.96,429.552,-0.951402642,0.840057919,4.934160309,-162.821283179,-179.344222262,4.956167005,162.828795732
399337083.337755,240510_004453913.jpg,487475.653,7038860.611,430.134,-0.935532031,-0.033177737,4.3910627,-159.83870686,-178.452686833,4.104878151,159.781756794
399337084.676156,240510_004455254.jpg,487484.651,7038863.815,430.596,-0.923405172,-0.014558521,3.088560165,-157.696067192,-178.813008876,2.847748478,157.666003702
399337085.907856,240510_004456488.jpg,487493.669,7038867.282,430.89,-0.920921237,-0.559358524,1.903186007,-157.200166263,-178.745932287,1.534631069,157.173986125
399337087.065157,240510_004457648.jpg,487502.703,7038870.841,431.053,-0.910698358,-1.098664365,1.206768268,-155.689887773,-178.501351831,0.645085826,155.669825423
399337088.184358,240510_004458769.jpg,487511.695,7038874.863,431.108,-0.886921765,-0.570954487,0.753704154,-152.550527951,-179.144974073,0.403786764,152.543711026
399337089.255158,240510_004459842.jpg,487520.417,7038879.422,431.093,-0.855427096,0.368939511,-0.053780006,-148.851764913,179.658074242,0.143440109,148.852001273
399337090.272259,240510_004500861.jpg,487528.717,7038884.554,430.958,-0.804329747,0.98253651,-0.566858207,-143.586063254,178.874983366,0.125947065,143.582451568
